;carat;cut;color;clarity;depth;table;price;x;y;z;Volume
29741;0.56;Very Good;H;VS2;61.8;54.1;1576;5.31;5.34;3.29;93.28926599999998
29742;1.03;Premium;F;VS2;60.5;59.0;5330;6.6;6.52;3.97;170.83704
29743;0.32;Very Good;G;VVS2;62.0;55.0;730;4.39;4.42;2.73;52.97237399999999
29744;0.27;Ideal;E;VS2;62.7;55.0;470;4.15;4.18;2.61;45.27567
29745;0.31;Very Good;H;VVS2;62.8;57.0;625;4.3;4.33;2.71;50.45749
29746;0.75;Ideal;E;SI1;61.4;56.0;3419;5.83;5.89;3.6;123.61931999999999
29747;1.01;Premium;G;VS2;62.5;60.0;5620;6.37;6.31;3.96;159.171012
29748;0.7;Ideal;G;VVS2;63.0;55.0;2993;5.65;5.69;3.57;114.77014500000001
29749;0.76;Ideal;F;VS2;62.6;56.0;2960;5.82;5.78;3.63;122.111748
29750;0.5;Very Good;G;VS1;59.4;60.0;1624;5.13;5.17;3.06;81.157626
29751;0.77;Ideal;D;SI2;60.6;56.0;2973;5.9;5.95;3.59;126.02695000000001
29752;1.01;Very Good;G;VS1;62.5;56.0;6846;6.36;6.4;3.99;162.40896000000004
29753;1.15;Very Good;E;SI2;60.0;59.0;5257;6.78;6.82;4.08;188.65756800000003
29754;0.3;Ideal;D;VS2;60.9;57.0;911;4.35;4.32;2.64;49.610879999999995
29755;0.4;Ideal;E;SI1;62.4;54.0;694;4.72;4.74;2.95;65.99976000000001
29756;0.55;Very Good;D;SI2;63.3;56.0;1295;5.22;5.24;3.31;90.537768
29757;1.07;Premium;G;SI2;62.2;58.0;3545;6.56;6.49;4.06;172.85206399999998
29758;1.04;Ideal;G;VS2;62.0;57.0;6458;6.5;6.49;4.03;170.00555000000003
29759;0.26;Very Good;E;VVS2;60.5;55.0;569;4.1;4.16;2.5;42.63999999999999
29760;1.1;Ideal;D;VVS2;61.0;56.0;10410;6.67;6.73;4.09;183.596419
29761;0.42;Premium;E;SI1;61.5;58.0;722;4.78;4.84;2.96;68.480192
29762;0.36;Premium;G;VVS2;61.9;58.0;1053;4.6;4.54;2.83;59.10171999999999
29763;0.69;Good;F;SI1;58.4;61.7;1951;5.75;5.82;3.38;113.11170000000001
29764;0.38;Ideal;G;SI1;61.3;56.0;855;4.67;4.63;2.85;61.622985
29765;0.71;Premium;F;VS1;59.2;58.0;2839;5.87;5.82;3.46;118.205364
29766;1.02;Premium;G;VS1;60.8;58.0;6505;6.52;6.47;3.95;166.62838
29767;0.4;Ideal;J;IF;62.6;56.0;1063;4.75;4.71;2.96;66.2226
29768;1.01;Ideal;F;VS2;60.9;58.0;7411;6.43;6.47;3.93;163.496253
29769;1.04;Ideal;F;SI1;62.9;54.0;5626;6.49;6.46;4.07;170.63637800000004
29770;0.77;Very Good;D;SI1;59.9;59.0;3241;5.9;5.95;3.55;124.62275000000001
29771;0.58;Premium;D;VS1;59.2;60.0;2401;5.46;5.41;3.22;95.114292
29772;1.01;Ideal;F;VS1;62.0;57.0;7602;6.45;6.39;3.98;164.03769
29773;0.35;Ideal;G;VVS1;61.8;54.5;853;4.54;4.58;2.82;58.63682399999999
29774;0.69;Ideal;H;SI1;62.1;57.0;1822;5.65;5.62;3.5;111.13550000000001
29775;0.73;Ideal;D;SI1;61.3;57.0;3615;5.81;5.83;3.57;120.92411099999998
29776;0.7;Good;F;VS2;60.1;56.0;2591;5.73;5.78;3.46;114.59312400000002
29777;0.32;Ideal;F;VS1;61.3;55.0;725;4.4;4.44;2.71;52.942560000000014
29778;0.24;Very Good;E;VVS1;61.7;58.0;485;3.94;4.0;2.45;38.612
29779;1.55;Ideal;J;VS2;61.4;55.0;8498;7.41;7.49;4.58;254.19412200000002
29780;0.28;Premium;E;VVS2;60.1;59.0;828;4.26;4.22;2.55;45.84185999999999
29781;0.7;Premium;I;SI2;59.5;58.0;1890;5.79;5.73;3.43;113.79608100000002
29782;0.5;Very Good;D;VS2;62.2;60.0;1378;5.15;5.05;3.17;82.443775
29783;0.55;Good;H;SI1;63.6;55.0;1263;5.23;5.18;3.31;89.672534
29784;0.51;Very Good;D;SI1;63.5;56.0;1574;5.08;5.06;3.22;82.769456
29785;0.33;Ideal;E;SI1;62.5;55.0;743;4.45;4.42;2.77;54.48313
29786;0.34;Ideal;D;VVS1;61.8;54.0;1272;4.49;4.54;2.79;56.87303400000001
29787;0.7;Ideal;D;VS2;61.0;57.0;2859;5.76;5.74;3.51;116.04902399999997
29788;1.5;Ideal;I;VS1;62.0;54.0;10164;7.32;7.38;4.56;246.33849599999996
29789;0.31;Very Good;I;VVS1;63.6;55.0;541;4.27;4.32;2.73;50.358672
29790;1.01;Very Good;F;SI1;61.0;57.0;5174;6.44;6.54;3.96;166.785696
29791;0.3;Ideal;E;VS2;61.3;57.0;844;4.33;4.29;2.64;49.039848000000006
29792;0.31;Ideal;G;VVS1;62.1;55.0;789;4.34;4.39;2.71;51.632546
29793;1.22;Premium;G;SI2;60.5;58.0;5739;6.96;6.92;4.2;202.28544
29794;0.41;Good;D;VS1;60.2;62.0;986;4.8;4.84;2.9;67.3728
29795;1.52;Very Good;G;VS1;59.3;59.0;12916;7.48;7.55;4.46;251.87404
29796;0.31;Very Good;F;SI1;63.1;57.0;663;4.31;4.28;2.71;49.990828
29797;2.02;Ideal;J;SI1;59.8;60.0;12713;8.21;8.16;4.9;328.2686400000001
29798;0.43;Very Good;G;SI1;60.4;58.0;754;4.87;4.9;2.95;70.39585000000001
29799;0.52;Ideal;F;SI1;62.0;55.0;1383;5.14;5.17;3.19;84.770422
29800;0.42;Ideal;E;VVS2;61.8;56.0;1273;4.8;4.78;2.96;67.91423999999999
29801;0.31;Ideal;G;VVS1;62.5;57.0;816;4.31;4.36;2.71;50.925236
29802;0.48;Very Good;D;VVS2;59.5;57.0;2329;5.16;5.12;3.06;80.842752
29803;0.5;Ideal;D;VS2;62.8;56.0;1845;5.08;5.04;3.18;81.418176
29804;1.61;Ideal;D;VS2;62.0;55.0;18318;7.51;7.5;4.67;263.03774999999996
29805;0.71;Premium;F;SI1;58.5;59.0;2345;5.87;5.82;3.42;116.838828
29806;0.41;Very Good;E;VVS2;62.8;54.0;1187;4.72;4.77;2.98;67.092912
29807;0.56;Premium;F;SI1;60.8;58.0;1436;5.31;5.34;3.24;91.871496
29808;1.09;Good;G;SI2;57.4;61.0;3424;6.82;6.75;3.89;179.07615
29809;0.32;Ideal;D;SI2;61.8;55.0;612;4.42;4.38;2.72;52.658112
29810;1.01;Ideal;E;VS2;61.3;57.0;6968;6.49;6.46;3.97;166.44383800000003
29811;0.43;Ideal;F;SI1;61.7;54.0;792;4.86;4.9;3.01;71.68014000000001
29812;1.56;Ideal;H;SI1;60.4;59.0;10642;7.5;7.53;4.54;256.3965
29813;0.3;Ideal;G;VVS2;61.6;57.0;655;4.28;4.32;2.65;48.997440000000005
29814;1.53;Very Good;H;SI2;60.6;63.0;6597;7.43;7.38;4.49;246.201966
29815;0.77;Ideal;D;VS1;62.2;55.0;4039;5.85;5.88;3.65;125.55269999999999
29816;0.54;Ideal;G;VVS2;61.9;57.0;1981;5.22;5.25;3.24;88.7922
29817;1.02;Premium;I;VS2;62.0;58.0;4459;6.44;6.47;4.0;166.6672
29818;0.73;Premium;G;I1;62.5;58.0;1395;5.82;5.74;3.61;120.59854800000001
29819;0.75;Premium;F;VS2;59.6;59.0;2835;6.04;5.94;3.57;128.083032
29820;0.73;Very Good;E;VS2;63.1;55.0;3066;5.77;5.71;3.62;119.267054
29821;0.52;Ideal;E;VS2;61.3;57.0;1694;5.22;5.19;3.19;86.422842
29822;0.7;Good;H;VVS2;64.3;60.0;2355;5.59;5.55;3.58;111.06771
29823;0.41;Good;D;SI1;63.2;58.0;738;4.72;4.77;3.0;67.5432
29824;0.7;Ideal;I;VS2;62.2;55.0;2154;5.69;5.73;3.55;115.74313500000001
29825;0.5;Very Good;G;VVS2;61.6;58.0;1784;5.07;5.09;3.13;80.773719
29826;0.33;Very Good;G;VS1;61.6;57.0;621;4.42;4.51;2.75;54.81904999999999
29827;0.71;Very Good;G;VS2;62.9;57.0;2598;5.69;5.72;3.59;116.84301199999999
29828;1.01;Very Good;F;IF;63.5;59.0;9972;6.29;6.41;4.03;162.48516700000002
29829;0.71;Ideal;I;VS1;61.3;57.0;2965;5.73;5.76;3.52;116.17689600000001
29830;0.5;Very Good;F;VVS2;61.9;56.0;2003;5.09;5.12;3.16;82.35212800000001
29831;0.34;Very Good;G;SI1;61.5;56.0;507;4.45;4.52;2.76;55.514639999999986
29832;0.51;Premium;I;SI2;60.4;59.0;956;5.2;5.17;3.13;84.14692
29833;1.06;Premium;F;SI1;62.4;58.0;4862;6.56;6.51;4.07;173.811792
29834;1.0;Ideal;F;VS2;62.1;57.0;5929;6.34;6.38;3.95;159.77434
29835;0.53;Premium;G;SI1;62.1;62.0;1206;5.15;5.13;3.19;84.27820500000001
29836;0.32;Ideal;F;VS2;60.3;55.0;645;4.4;4.45;2.67;52.278600000000004
29837;0.3;Premium;D;SI2;60.9;58.0;447;4.29;4.32;2.62;48.55593600000001
29838;0.5;Good;I;VS1;61.2;61.0;1193;5.03;5.06;3.09;78.64606199999999
29839;0.46;Very Good;E;VS2;62.6;58.0;1245;4.91;4.96;3.09;75.252624
29840;1.0;Ideal;F;VVS2;61.3;53.0;10577;6.44;6.48;3.96;165.25555200000002
29841;1.0;Good;H;VVS1;63.5;60.0;6183;6.3;6.36;4.02;161.07335999999998
29842;0.39;Ideal;E;VS1;60.2;56.0;1123;4.79;4.78;2.88;65.941056
29843;1.01;Ideal;G;VS2;59.8;61.0;6132;6.51;6.54;3.9;166.04406
29844;1.54;Ideal;H;SI2;60.9;56.0;9624;7.45;7.43;4.53;250.751355
29845;0.32;Premium;H;SI2;61.8;55.0;517;4.42;4.35;2.71;52.105169999999994
29846;0.32;Very Good;I;VS2;63.2;56.0;576;4.38;4.32;2.75;52.034400000000005
29847;0.71;Premium;E;VS2;59.9;58.0;2735;5.81;5.78;3.47;116.52884600000002
29848;0.24;Good;F;VS1;60.2;65.0;383;3.97;4.0;2.4;38.112
29849;1.21;Ideal;H;SI1;61.2;57.0;5973;6.86;6.93;4.22;200.617956
29850;0.23;Very Good;E;VVS1;61.8;59.0;472;3.89;3.91;2.41;36.65585900000001
29851;0.34;Good;F;SI2;63.9;56.0;417;4.4;4.43;2.82;54.967439999999996
29852;0.32;Ideal;D;VVS2;61.6;54.0;809;4.41;4.46;2.73;53.695278
29853;1.7;Premium;I;VS2;61.4;59.0;11519;7.6;7.68;4.69;273.74592
29854;0.71;Ideal;D;VS1;62.5;57.0;3090;5.71;5.68;3.56;115.460768
29855;0.4;Ideal;F;VS1;62.7;55.0;982;4.74;4.76;2.98;67.235952
29856;0.46;Ideal;H;SI1;61.7;55.0;807;4.99;5.02;3.09;77.403882
29857;0.9;Ideal;H;SI2;62.6;57.0;3548;6.16;6.07;3.83;143.20829600000002
29858;0.31;Ideal;G;SI1;61.6;55.0;627;4.37;4.39;2.7;51.797610000000006
29859;1.73;Premium;D;SI1;60.6;59.0;12770;7.76;7.68;4.68;278.91302399999995
29860;1.24;Premium;G;SI1;58.9;58.0;6145;7.08;6.98;4.14;204.592176
29861;0.25;Ideal;E;VS2;62.1;57.0;535;4.01;4.05;2.5;40.60124999999999
29862;1.05;Very Good;I;VS2;62.4;59.0;4975;6.48;6.51;4.05;170.84844
29863;0.41;Premium;E;SI1;60.5;61.0;969;4.8;4.78;2.9;66.5376
29864;1.01;Good;G;SI1;63.2;55.0;4326;6.32;6.4;4.02;162.60096000000001
29865;0.81;Good;I;VS2;63.8;58.0;2641;5.89;5.84;3.74;128.647024
29866;0.5;Ideal;D;SI2;62.5;55.0;1332;5.14;5.07;3.19;83.13076199999999
29867;0.3;Premium;E;VS2;62.5;58.0;658;4.26;4.31;2.68;49.206407999999996
29868;0.51;Ideal;I;VS2;60.5;58.0;1268;5.15;5.2;3.13;83.8214
29869;1.15;Ideal;D;VS2;58.5;57.0;8114;6.96;6.93;4.06;195.82516799999996
29870;1.0;Good;F;VVS2;60.7;62.0;8079;6.36;6.4;3.87;157.52448000000004
29871;1.09;Very Good;F;IF;61.4;56.0;11631;6.62;6.68;4.08;180.42412800000002
29872;0.3;Premium;D;SI2;62.3;58.0;574;4.32;4.29;2.68;49.66790400000001
29873;0.3;Very Good;H;VVS1;62.5;59.0;684;4.26;4.29;2.67;48.795317999999995
29874;0.77;Ideal;E;SI2;61.0;57.0;2519;5.91;5.93;3.61;126.517143
29875;0.56;Ideal;E;VS1;61.7;57.0;2075;5.3;5.32;3.27;92.20092000000001
29876;0.41;Ideal;F;VS1;62.0;55.0;1007;4.77;4.81;2.97;68.142789
29877;0.45;Ideal;F;VS2;62.8;55.0;945;4.88;4.86;3.06;72.57340800000001
29878;1.06;Ideal;F;VS1;61.9;57.0;7479;6.55;6.53;4.05;173.22457500000002
29879;0.34;Premium;E;VS1;58.0;60.0;757;4.63;4.61;2.68;57.202724
29880;0.77;Ideal;G;VS1;62.2;56.0;3148;5.9;5.85;3.66;126.32490000000001
29881;0.28;Premium;E;VVS1;61.3;60.0;646;4.18;4.21;2.57;45.22634599999999
29882;1.18;Ideal;I;VS1;62.6;55.0;6661;6.79;6.73;4.24;193.754008
29883;0.98;Fair;G;SI1;64.4;56.0;4281;6.33;6.24;4.03;159.181776
29884;0.7;Very Good;E;VVS1;60.9;59.0;3724;5.67;5.81;3.5;115.29944999999998
29885;0.54;Very Good;E;VS2;60.7;56.0;1637;5.29;5.32;3.22;90.61981600000001
29886;0.71;Ideal;D;VS2;61.2;56.0;3135;5.76;5.78;3.53;117.523584
29887;2.2;Premium;J;SI2;60.9;60.0;13065;8.42;8.34;5.1;358.13627999999994
29888;0.52;Ideal;D;VVS1;60.9;56.0;3321;5.2;5.24;3.18;86.64864000000001
29889;0.52;Ideal;G;VVS2;62.1;57.0;2012;5.17;5.13;3.2;84.87072
29890;0.3;Very Good;I;IF;63.3;56.0;810;4.26;4.21;2.68;48.064728
29891;1.5;Premium;F;VS2;61.6;58.0;14199;7.37;7.31;4.52;243.51364399999997
29892;0.34;Ideal;F;VS2;61.0;57.0;880;4.5;4.48;2.74;55.23840000000001
29893;0.3;Premium;G;VVS1;59.8;62.0;945;4.36;4.33;2.6;49.084880000000005
29894;0.82;Ideal;H;SI1;62.4;56.0;2617;6.05;6.0;3.76;136.48799999999997
29895;0.35;Ideal;D;VS2;60.5;56.0;707;4.6;4.63;2.79;59.42142
29896;0.46;Very Good;F;VVS1;62.3;56.0;1838;4.94;4.98;3.09;76.01770800000001
29897;1.6;Ideal;H;SI2;62.1;56.0;9444;7.51;7.43;4.64;258.90875199999994
29898;0.41;Very Good;G;VS2;60.5;56.0;834;4.81;4.85;2.92;68.11921999999998
29899;1.16;Premium;G;VVS1;61.6;55.0;11717;6.85;6.72;4.18;192.41375999999997
29900;2.11;Premium;J;SI2;60.7;60.0;12554;8.27;8.2;5.0;339.06999999999994
29901;0.5;Very Good;E;VVS2;61.5;60.0;2132;5.04;5.08;3.11;79.625952
29902;1.03;Ideal;D;SI1;61.0;57.0;5804;6.48;6.53;3.97;167.98816800000003
29903;0.31;Very Good;G;VS2;63.4;59.0;698;4.32;4.29;2.73;50.594544000000006
29904;0.42;Ideal;F;VVS2;61.1;57.0;1221;4.84;4.82;2.95;68.81996000000001
29905;0.39;Very Good;F;VVS2;58.2;62.0;1117;4.77;4.82;2.79;64.146006
29906;2.08;Ideal;J;SI1;61.6;58.0;13038;8.15;8.22;5.04;337.64472000000006
29907;0.52;Ideal;D;VS1;60.9;56.0;1991;5.19;5.22;3.17;85.881006
29908;1.34;Ideal;H;VS2;62.1;57.0;8094;7.0;7.05;4.36;215.16600000000003
29909;0.43;Good;E;SI1;63.2;57.0;739;4.78;4.84;3.04;70.331008
29910;0.7;Ideal;F;VS2;61.8;54.0;2671;5.68;5.71;3.52;114.163456
29911;2.01;Very Good;F;SI2;62.3;63.0;17514;8.07;7.96;4.99;320.543628
29912;0.81;Ideal;F;SI1;61.8;55.0;3004;6.04;6.0;3.72;134.8128
29913;1.51;Fair;I;I1;65.1;57.0;5750;7.16;7.12;4.65;237.05328
29914;1.07;Premium;G;VS2;62.9;59.0;6644;6.52;6.49;4.09;173.067532
29915;0.3;Ideal;E;VVS1;62.5;56.0;862;4.28;4.3;2.68;49.322720000000004
29916;0.8;Very Good;F;SI1;63.4;57.0;2851;5.89;5.82;3.71;127.17805800000001
29917;1.19;Premium;I;SI1;62.2;58.0;4777;6.73;6.77;4.2;191.36082000000002
29918;0.6;Fair;G;VVS2;57.9;67.0;2167;5.66;5.47;3.23;100.001446
29919;0.36;Ideal;E;VS1;62.7;57.0;727;4.55;4.58;2.86;59.59953999999999
29920;0.7;Ideal;I;VVS2;61.8;56.0;2530;5.69;5.75;3.54;115.81995
29921;1.0;Premium;E;VS1;61.4;58.0;7420;6.44;6.42;3.95;163.31196
29922;1.23;Ideal;G;VS2;62.4;57.0;8085;6.83;6.88;4.28;201.11891200000002
29923;0.36;Ideal;E;VVS2;61.9;55.0;998;4.57;4.61;2.84;59.832268000000006
29924;1.03;Ideal;E;VS1;61.7;56.0;8284;6.47;6.53;4.01;169.41889099999997
29925;1.51;Good;F;SI1;59.5;58.0;14148;7.35;7.44;4.4;240.6096
29926;1.01;Premium;G;VS1;59.9;59.0;6353;6.51;6.48;3.89;164.09887200000003
29927;1.03;Very Good;F;SI1;58.0;60.0;5241;6.68;6.74;3.89;175.140248
29928;0.52;Premium;H;SI2;60.9;61.0;975;5.15;5.1;3.12;81.94680000000001
29929;0.9;Good;G;VVS2;63.6;58.0;4914;6.11;6.1;3.88;144.61148
29930;1.35;Good;I;SI2;57.9;60.0;4423;7.33;7.29;4.23;226.03301100000004
29931;0.3;Good;J;SI1;64.0;55.0;339;4.25;4.28;2.73;49.6587
29932;1.09;Ideal;J;VS2;62.0;54.0;4361;6.64;6.61;4.11;180.389544
29933;1.34;Ideal;J;SI2;62.5;57.0;5273;7.0;7.08;4.4;218.06400000000002
29934;1.2;Ideal;G;VS1;61.7;56.0;5766;6.84;6.77;4.2;194.48855999999998
29935;0.43;Ideal;G;IF;62.5;54.0;1318;4.83;4.86;3.03;71.125614
29936;0.41;Premium;G;VS2;59.2;58.0;1061;4.83;4.8;2.85;66.07440000000001
29937;1.01;Ideal;G;SI1;61.5;56.0;4129;6.52;6.46;3.99;168.055608
29938;0.7;Premium;J;IF;60.5;59.0;2150;5.67;5.73;3.45;112.087395
29939;0.86;Premium;F;SI2;61.8;58.0;2980;6.12;6.15;3.79;142.64802000000003
29940;0.43;Premium;E;VS1;62.3;58.0;1131;4.78;4.82;2.99;68.88840400000002
29941;0.3;Ideal;E;VVS2;62.3;54.0;742;4.31;4.36;2.7;50.737320000000004
29942;1.0;Premium;G;VS2;61.0;59.0;5887;6.41;6.37;3.9;159.24363000000002
29943;0.39;Very Good;G;VVS2;62.1;55.0;875;4.67;4.7;2.91;63.871590000000005
29944;1.06;Very Good;D;VS2;59.6;60.0;7149;6.68;6.71;3.99;178.842972
29945;1.62;Premium;I;VS2;60.1;59.0;10669;7.63;7.6;4.58;265.58504
29946;0.33;Premium;E;SI1;60.9;58.0;743;4.5;4.46;2.73;54.7911
29947;0.9;Very Good;H;SI1;62.8;58.0;3437;6.13;6.16;3.86;145.756688
29948;1.23;Very Good;F;VS1;59.1;58.0;9694;7.06;7.09;4.18;209.23157199999997
29949;1.6;Premium;I;SI1;60.3;59.0;8808;7.56;7.61;4.57;262.919412
29950;0.53;Very Good;G;SI1;63.4;54.0;1161;5.09;5.13;3.24;84.60190800000001
29951;0.7;Ideal;G;VS1;61.9;55.0;3384;5.67;5.71;3.52;113.96246400000001
29952;0.5;Ideal;E;VS2;63.0;57.0;1629;5.04;4.99;3.16;79.472736
29953;0.35;Ideal;E;VVS1;61.3;56.0;916;4.52;4.55;2.78;57.17347999999999
29954;1.5;Good;E;SI1;64.2;55.0;12754;7.17;7.22;4.62;239.16538799999998
29955;1.01;Ideal;G;VS2;61.9;56.0;7179;6.4;6.44;3.97;163.62752000000003
29956;0.38;Ideal;G;VS2;61.2;55.0;778;4.69;4.72;2.88;63.753984
29957;0.3;Premium;G;VVS1;60.5;59.0;1013;4.36;4.33;2.63;49.651244000000005
29958;0.43;Very Good;E;VS2;62.2;58.0;869;4.81;4.87;3.01;70.50834699999999
29959;1.01;Very Good;F;VS1;63.9;55.0;6679;6.28;6.36;4.04;161.36083200000002
29960;2.0;Premium;I;SI2;60.7;61.0;13820;8.09;8.03;4.89;317.667603
29961;1.6;Premium;F;SI2;60.5;60.0;8530;7.55;7.52;4.56;258.89856
29962;0.33;Ideal;I;IF;61.5;56.0;719;4.43;4.47;2.74;54.257754000000006
29963;0.32;Ideal;H;VVS1;61.3;56.0;905;4.42;4.45;2.72;53.499680000000005
29964;0.41;Ideal;D;SI1;61.7;56.0;744;4.77;4.8;2.95;67.5432
29965;0.4;Ideal;G;SI1;61.3;55.0;1084;4.72;4.81;2.92;66.29334399999999
29966;1.01;Premium;G;VVS2;60.9;59.0;6968;6.59;6.54;4.0;172.3944
29967;0.31;Very Good;G;VVS1;62.8;53.0;816;4.34;4.36;2.73;51.658152
29968;1.02;Premium;D;SI1;62.3;59.0;5998;6.42;6.38;3.99;163.428804
29969;1.01;Good;F;SI2;61.5;61.0;3895;6.33;6.38;3.91;157.906914
29970;1.03;Ideal;J;SI2;62.1;54.0;4008;6.47;6.51;4.03;169.742391
29971;0.4;Good;E;SI2;63.9;57.0;798;4.71;4.65;2.99;65.48548500000001
29972;1.76;Premium;H;VS2;62.2;60.0;13626;7.72;7.68;4.79;283.99718399999995
29973;1.04;Premium;G;VS2;62.6;56.0;6290;6.44;6.41;4.02;165.947208
29974;0.71;Premium;F;SI2;60.2;60.0;2137;5.8;5.77;3.48;116.46167999999997
29975;0.33;Ideal;E;VS1;60.0;57.0;625;4.47;4.5;2.69;54.10934999999999
29976;2.04;Premium;G;I1;62.4;58.0;9727;8.08;8.17;5.07;334.68895200000003
29977;1.5;Good;I;VS2;61.3;61.0;8920;7.31;7.38;4.5;242.76509999999996
29978;0.4;Good;F;SI1;63.6;56.0;882;4.68;4.63;2.96;64.138464
29979;1.27;Ideal;G;SI2;61.8;56.0;6045;6.96;6.93;4.29;206.918712
29980;1.5;Good;E;SI2;63.0;59.0;8910;7.18;7.24;4.54;236.003728
29981;1.01;Very Good;F;VVS2;61.8;55.0;8532;6.36;6.45;3.96;162.44712
29982;0.28;Ideal;E;VVS1;62.0;56.0;646;4.19;4.23;2.61;46.258857000000006
29983;1.1;Very Good;D;SI2;61.6;57.0;5226;6.61;6.67;4.09;180.32278300000002
29984;0.91;Fair;D;SI1;65.2;57.0;3730;6.08;6.04;3.95;145.05664
29985;0.32;Ideal;D;VS1;61.5;56.0;862;4.41;4.43;2.72;53.13873600000001
29986;1.01;Premium;D;SI1;60.0;59.0;5780;6.51;6.45;3.89;163.339155
29987;0.51;Ideal;D;SI1;61.8;55.0;1687;5.18;5.14;3.19;84.93438799999998
29988;1.13;Ideal;H;SI2;62.0;57.0;4556;6.74;6.64;4.15;185.72744
29989;0.3;Premium;D;VS2;61.1;59.0;710;4.26;4.31;2.62;48.104772
29990;2.01;Very Good;I;VS2;59.2;62.0;16626;8.14;8.17;4.83;321.213354
29991;0.42;Very Good;D;SI1;62.3;58.0;784;4.8;4.83;3.0;69.552
29992;0.3;Ideal;J;VS2;61.6;56.0;384;4.31;4.33;2.66;49.641718
29993;0.67;Good;F;VS1;62.3;62.0;2293;5.5;5.59;3.46;106.37769999999999
29994;1.22;Good;J;SI1;63.8;57.0;4612;6.77;6.72;4.3;195.62591999999998
29995;0.71;Very Good;F;VVS1;61.8;58.0;3692;5.63;5.73;3.51;113.232249
29996;1.2;Ideal;G;VVS2;60.9;56.0;11530;6.86;6.91;4.19;198.61689400000006
29997;0.34;Premium;G;VS2;60.3;58.0;596;4.49;4.53;2.72;55.323984
29998;0.31;Very Good;H;VVS2;61.4;58.0;625;4.32;4.37;2.67;50.405328000000004
29999;0.32;Ideal;G;SI1;60.8;56.0;612;4.48;4.44;2.71;53.905152000000015
30000;0.32;Ideal;G;VVS2;62.4;56.0;936;4.42;4.4;2.75;53.482
30001;1.05;Ideal;E;VVS2;62.4;56.0;9146;6.52;6.49;4.06;171.79808799999998
30002;0.72;Very Good;H;VS2;62.5;58.0;2444;5.67;5.73;3.56;115.661196
30003;0.52;Premium;G;SI2;62.5;59.0;1001;5.1;5.07;3.18;82.22526
30004;0.76;Ideal;F;SI1;62.6;57.0;2719;5.84;5.89;3.67;126.23919199999999
30005;0.3;Very Good;H;VS1;62.4;60.0;491;4.23;4.29;2.66;48.27022200000001
30006;0.61;Ideal;G;VVS1;61.2;56.0;3008;5.46;5.48;3.35;100.23468000000001
30007;2.04;Very Good;J;VS2;59.9;59.0;12095;8.25;8.32;4.96;340.4544
30008;2.0;Very Good;H;SI2;59.7;61.0;15312;8.15;8.2;4.88;326.1304
30009;0.31;Very Good;H;VVS1;58.5;59.0;755;4.45;4.5;2.62;52.465500000000006
30010;0.31;Ideal;F;VS2;61.9;57.0;749;4.34;4.32;2.68;50.246784
30011;0.31;Very Good;D;VS2;63.6;55.0;641;4.29;4.32;2.74;50.77987200000001
30012;0.32;Ideal;D;SI1;61.2;56.0;714;4.45;4.47;2.73;54.303795
30013;1.21;Ideal;I;VS1;62.2;54.5;6418;6.81;6.86;4.25;198.54555
30014;0.37;Premium;D;SI1;62.2;58.0;874;4.62;4.58;2.86;60.516456
30015;0.5;Premium;G;VS1;60.9;59.0;1583;5.14;5.11;3.12;81.948048
30016;1.63;Ideal;H;SI2;62.4;57.0;7923;7.59;7.52;4.71;268.831728
30017;1.04;Premium;G;SI2;61.2;58.0;4200;6.5;6.57;4.0;170.82
30018;0.9;Ideal;F;VS2;62.6;56.0;4801;6.16;6.23;3.88;148.901984
30019;0.32;Good;D;SI2;63.7;56.0;477;4.33;4.34;2.76;51.866472
30020;0.91;Very Good;G;VS2;62.3;59.0;5484;6.13;6.17;3.83;144.858643
30021;1.21;Good;E;SI1;63.6;58.0;6861;6.65;6.77;4.27;192.23753499999998
30022;0.37;Very Good;G;VS2;61.2;57.0;649;4.59;4.63;2.82;59.929793999999994
30023;0.52;Ideal;G;VVS2;62.3;55.0;1911;5.12;5.16;3.2;84.54144000000001
30024;0.5;Good;F;VS1;61.4;61.0;1613;5.03;5.04;3.09;78.33520800000001
30025;1.01;Good;F;SI1;63.4;55.0;4339;6.35;6.42;4.05;165.10634999999996
30026;1.03;Premium;F;SI2;60.7;60.0;4586;6.52;6.47;3.94;166.20653599999997
30027;1.11;Ideal;H;SI2;60.9;56.0;4600;6.71;6.73;4.09;184.697447
30028;0.32;Ideal;G;VS2;62.1;56.0;524;4.36;4.4;2.72;52.18048000000002
30029;0.91;Premium;G;SI1;62.6;56.0;3763;6.21;6.16;3.87;148.041432
30030;1.17;Ideal;G;VVS2;61.2;56.0;9289;6.77;6.85;4.17;193.381665
30031;0.5;Good;F;VS2;63.2;56.0;1436;5.01;5.05;3.18;80.45559
30032;0.41;Ideal;D;SI1;62.2;57.0;791;4.7;4.76;2.94;65.77368
30033;0.42;Premium;G;VS1;62.4;59.0;984;4.8;4.78;2.99;68.60256
30034;1.04;Premium;H;SI2;61.5;59.0;4368;6.54;6.51;4.01;170.727354
30035;0.31;Premium;E;VVS1;61.8;59.0;1012;4.33;4.31;2.67;49.828340999999995
30036;0.9;Premium;D;SI1;61.5;60.0;4427;6.19;6.17;3.8;145.13074
30037;0.4;Premium;F;SI1;62.7;57.0;945;4.7;4.68;2.94;64.66824
